titulo,autores,resumo,link,data,imagem_url,fonte
Impact of artificial intelligence and digital technology-based diagnostic tools for communicable and non-communicable diseases in Africa,,"BACKGROUND: Artificial intelligence (AI) and digital technology, as advanced human-created tools, are influencing the healthcare sector. AIM: This review provides a comprehensive and structured exploration of the opportunities presented by AI and digital technology to laboratory diagnostics and management of communicable and non-communicable diseases in Africa. METHODS: The study employed the Preferred Reporting Items for Systematic Reviews, Meta-Analyses guidelines and Bibliometric analysis as its methodological approach. Peer-reviewed publications from 2000 to 2024 were retrieved from PubMed®, Web of Science™ and Google Scholar databases. RESULTS: The study incorporated a total of 1563 peer-reviewed scientific documents and, after filtration, 37 were utilised for systematic review. The findings revealed that AI and digital technology play a key role in patient management, quality assurance and laboratory operations, including healthcare decision-making, disease monitoring and prognosis. Metadata reflected the disproportionate research outputs distribution across Africa. In relation to non-communicable diseases, Egypt, South Africa, and Morocco lead in cardiovascular, diabetes and cancer research. Representing communicable diseases research, Algeria, Egypt, and South Africa were prominent in HIV/AIDS research. South Africa, Nigeria, Ghana, and Egypt lead in malaria and tuberculosis research. CONCLUSION: Facilitation of widespread adoption of AI and digital technology in laboratory diagnostics across Africa is critical for maximising patient benefits. It is recommended that governments in Africa allocate more funding for infrastructure and research on AI to serve as a catalyst for innovation. WHAT THIS STUDY ADDS: This review provides a comprehensive and context-specific analysis of AI's application in African healthcare.",http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2225-20102024000100024&lang=pt,,,SciELO
Diagnóstico da retinopatia diabética por inteligência artificial por meio de smartphone,,"ABSTRACT  Introduction: To obtain fundoscopy images through portable and low-cost equipment using artificial intelligence to assess the presence of DR.  Methods: Fundus images of diabetic patients’ eyes were obtained by using a smartphone coupled to a device with a 20D lens. By using artificial intelligence (AI), the presence of DR was classified by a binary algorithm.  Results: 97 ocular fundoscopy images were evaluated (45 normal and 52 with DR). Through AI diagnostic accuracy around was 70% to 100% in the classification of the presence of DR.  Conclusion: The approach using a low-cost portable device showed satisfactory efficacy in the screening of diabetic patients with or without diabetic retinopathy, being useful for places without infrastructure conditions.",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0034-72802024000100201&lang=pt,,,SciELO
Automatic detection of urban infrastructure elements from terrestrial images using deep learning,,"Abstract: Urban infrastructure element detection is important for the domain of public management in large urban centres. The diversity of objects in the urban environment makes object detection and classification a challenging task, requiring fast and accurate methods. Advances in deep learning methods have driven improvement in detection techniques (processing, speed, accuracy) that do not rely on manually crafted models, but, instead, use learning approaches with corresponding large training sets to detect and classify objects in images. We applied an object detection model to identify and classify four urban infrastructure elements in the Mappilary dataset. We use YOLOv5, one of the top-performing object detection models, a recent release of the YOLO family, pre-trained on the COCO dataset but fine-tuned on Mappilary dataset. Experimental results from the dataset show that YOLOv5 can make qualitative predictions, for example, the power grid pole class presented the mean Average Precision (mAP) of 78% and the crosswalk class showed mAP around 79%. A lower degree of certainty was verified in the detection of public lighting (mAP=64%) and accessibility (mAP=61%) classes due to the low resolution of certain objects. However, the proposed method showed the capability of automatically detection and location of urban infrastructure elements in real-time, which could contribute to improve decision-making.",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1982-21702024000100204&lang=pt,,,SciELO
"Precision crack analysis in concrete structures using CNN, SVM, and KNN: a machine learning approach",,"ABSTRACT Cracks in structures are discontinuities that occur due to stress, material degradation, or design flaws, compromising structural integrity. Detecting and analyzing cracks is crucial for assessing safety and determining maintenance needs. Various methods like image processing, machine learning, and deep learning are employed for accurate crack identification and classification. Advanced algorithms enhance detection accuracy and efficiency, leading to improved structural maintenance strategies. Addressing cracks promptly ensures prolonged infrastructure lifespan and safety. The goal of this research is to completely change the field of concrete cracking analysis through the use of cutting-edge machine learning technologies. The main objective is to design and implement a crack analysis system that uses cutting-edge techniques such as Convolutional Neural Network (CNN), support vector machine (SVM), and the k-nearest-neighbor (KNN). By harnessing the power of machine learning, the project aims to achieve unprecedented accuracy in crack detection, enabling precise identification of crack characteristics including length, width, and depth. Through meticulous coding and collaboration utilizing platforms like Google Colab, the study seeks to establish a robust framework for effectively and efficiently classifying cracks in structures. This innovative approach holds promise for enhancing structural integrity assessment and facilitating timely maintenance interventions, thus contributing to safer and more resilient infrastructure.",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1517-70762024000400262&lang=pt,,,SciELO
Deep Learning Inter-city Road Conditions in East Africa Focusing on Rwanda for Infrastructure Prioritization using Satellite Imagery and Mobile Data,,"Traditional survey methods for gathering information, such as questionnaires and field visits, have long been used in East Africa to evaluate road conditions and prioritize their development. These surveys are time-consuming, expensive, and vulnerable to human error. Road building and maintenance, on the other hand, has long experienced multiple challenges due to a lack of accountability and validation of conventional approaches to determining which areas to prioritize. With the digital revolution, a lot of data is generated daily such as call detail record (CDR), that is likely to contain useful proxy data for spatial mobility distribution across different routes. In this research we focus on satellite imagery data with applications in East Africa and Google Maps suggested inter-city roads to assess road conditions and provide an approach for infrastructure prioritization given mobility patterns between cities. With increased urban population, East African cities have been expanding in multiple directions affecting the overall distribution of residential areas and consequently likely to impact the mobility trends across cities. We introduce a novel approach for infrastructure prioritization using deep learning and big data analytics. We apply deep learning to satellite imagery, to assess road conditions by area and big data analytics to CDR data, to rank which ones could be prioritized for construction given mobility trends. Among deep learning models considered for roads condition classification, EfficientNet-B3 outperforms them and achieves accuracy of 99%.",http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1991-16962023000100002&lang=pt,,,SciELO
Classifying Economic Areas for Urban Planning using Deep Learning and Satellite Imagery in East Africa,,"Monitoring and assessing the distribution of economic areas in East Africa such as low and high income neighborhoods, has typically relied on the use of structured data and traditional survey approaches for collecting information such as questionnaires, interviews and field visits. These types of surveys are slow, costly and prone to human error. With the digital revolution, a lot of unstructured data is generated daily that is likely to contain useful proxy data for many economic variables. In this research we focus on satellite imagery data with applications in East Africa. Recently East African cities have been developing at a fast pace by building new infrastructure and constructing innovative economic zones. Moreover with increased urban population, cities have been expanding in multiple directions affecting the overall distribution of areas with economic activity. Automatic detection and classification of these areas could be used to inform a number of policies such as land usage and could also assist with policy enforcement monitoring. On the other hand, the distribution of different economic areas in a specific city could provide proxies for various economic development variables such as income distribution and poverty metrics. In this research, we apply deep learning techniques to satellite imagery to classify and assess the distribution of various economic areas of a specific region for urban planning. By benchmarking performance against various state-of-art models, results show that the proposed deep learning techniques yielded superior performance with an f1-score of 99%.",http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S1991-16962022000400001&lang=pt,,,SciELO
Analysis of Satellite Images Using Deep Learning Techniques and Remotely Piloted Aircraft for a Detailed Description of Tertiary Roads,,"Abstract This document presents the results of a proof of concept for describing with more detail the social and complementary infrastructure around the tertiary roads of the Taminango region in the department of Nariño, Colombia. A dataset with samples of free satellite images from Google Maps and OpenStreetMaps was obtained. Then, a supervised deep learning algorithm with FCN (Fully Convolutional Network) topology is applied for the points of interest labeling process and the identification of the state of the roads using Keras and TensorFlow. Subsequently, a system consisting of a desktop application and a mobile application that integrates the functionalities of the trained algorithm through an intuitive interface and simple logic that stimulates interaction with the consultant is proposed. The desktop application includes a GUI designed in Python for tagging points of interest. The mobile application was developed with Flutter and comprises a database with documentation of the routes and road network in the region. It includes an augmented reality system in Vuforia Engine and Unity with virtual content developed in Blender and SolidWorks; A 3D model of the map of the region has been recreated for easier interaction and visualization of the points of interest and the status of the studied roads. In addition, complementary information was collected through remotely piloted aircraft for data acquisition in environments difficult to access, and through the community participation for the description and identification of areas not visible on official maps or statistics. This study addresses a method for the classification and identification of state of tertiary road network of the studied region, as well as labeling points of interest for the efficient management of resources for the development of new infrastructure there.",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0121-11292021000400102&lang=pt,,,SciELO
"Performance of the Artificial Intelligence large language models ChatGPT 3.5, Gemini (Google Bard), ChatGPT 4.0, and Gemini 2.5 flash in surgical subspecialty questions of Brazilian medical residency exams",,"ABSTRACT  Objective: Given the rapid advancement of Artificial Intelligence and its significant impact on medical education, particularly with the development of large language models, such as ChatGPT and Gemini, ChatBots have shown an increasing ability to support clinical reasoning. Regarding this, there has been a growing interest in assessing the performance of ChatBots in medical examinations. However, there are insufficient data on these tools for addressing Brazilian medical exam-related inquiries, as well as their potential as educational tools for medical students. Therefore, we aimed to evaluate the performance of Artificial Intelligence on residency entrance exams for surgical subspecialties in six different surgical residency programs.  Methods: We analyzed the performance of ChatGPT 3.5, Gemini (Google Bard), ChatGPT 4.0, and Gemini 2.5 Flash on 464 practice questions from six major institutions in São Paulo that offer surgical medical residency programs. The questions were multiple-choice, and each had a single correct answer.  Results: Overall, ChatGPT 3.5 correctly answered 257 (55.4%), Gemini (Bard) 237 (51.1%), ChatGPT4.0 360 (77.6%), and Gemini 2.5 Flash 376 (81%) out of 464 questions, showing a substantial increase in performance.  Conclusion: These findings underscore the potential of advanced large language models to support medical education. Although it is unlikely that these platforms will replace the clinical decision-making skills of surgeons trained by higher education institutions, when used appropriately, they may serve as an adjunct tool for medical education.",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1679-45082026000100607&lang=pt,,,SciELO
Performance of generative large language models in answering questions from the Brazilian Retina and Vitreous Society certification exam,,"ABSTRACT  Purpose: Natural language models and chatbots, particularly OpenAI’s Generative Pre-Trained Transformer architecture, have transformed human interaction with digital interfaces. The latest versions, including ChatGPT-4o, offer enhanced functionalities compared to their predecessors. This study evaluates the accuracy of ChatGPT-4, ChatGPT-4o, and Claude 3.5 Sonnet in answering questions from the Brazilian Retina and Vitreous Society certification exam.  Methods: We compiled 200 multiple-choice questions from the Brazilian Retina and Vitreous Society 2018 and 2019 exams. Questions were categorized into three domains: Anatomy and Physiology of the Retina, Retinal Pathology, and Diagnosis and Treatment. Using a standardized prompt developed according to prompt design guidelines, we tested ChatGPT-4, ChatGPT-4o, and Claude 3.5 Sonnet, recording their first responses as final. Three retina specialists performed a qualitative analysis of the answers. Accuracy was determined by comparing responses to the official correct answers. Statistical analysis was conducted using chi-square tests and Cohen’s Kappa.  Results: Claude 3.5 Sonnet achieved the highest overall accuracy (72.5%), followed by ChatGPT-4o (66.0%) and ChatGPT-4 (55.5%). Claude 3.5 Sonnet and ChatGPT-4o significantly outperformed ChatGPT-4 (p<0.01 and p=0.03, respectively), while no significant difference was observed between Claude 3.5 Sonnet and ChatGPT-4o (p=0.16). Model responses agreed 74.5% of the time, with a Cohen’s κ of 0.47. Retinal Pathology was the best-performing domain for all models, whereas Anatomy and Physiology of the Retina and Diagnosis and Treatment were the weakest domains for Claude 3.5 Sonnet and ChatGPT-4, respectively.  Conclusions: This study is the first to assess Claude 3.5 Sonnet, ChatGPT-4, and ChatGPT-4o in retina specialist certification exams. Claude 3.5 Sonnet and ChatGPT-4o significantly outperformed ChatGPT-4, highlighting their potential as effective tools for studying retina specialist board exams. These findings suggest that the enhanced functionalities of Claude 3.5 Sonnet and ChatGPT-4o offer substantial improvements in medical education contexts.",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0004-27492026000200601&lang=pt,,,SciELO
MODELOS DE LENGUAJE EXTENSO (LLMS) PARA EL DESARROLLO ÁGIL DE PROYECTOS: CASO E-COMMERCE,,"Resumen La inserción de la Inteligencia Artificial Generativa (GenAI) en la gestión proyectos, sirve para fomentar la innovación, impulsar la versatilidad y contribuir con el desarrollo sostenible, ya que mejora la selección y priorización de proyectos, apoya a la oficina de gestión de proyectos (PMO) (sean estas de apoyo, control o de directivas). Además de la definición, planificación e informes de proyectos mejorados y más rápidos, también el uso de asistentes virtuales de proyectos, los sistemas y software de prueba avanzados lo que está generando un nuevo rol para el director de proyectos. La gestión de proyectos ya no se trata solamente de gestionar proyectos ahora se trata de dirigir a su organización hacia un futuro definido por la tecnología inteligente y la excelencia estratégica. En esta investigación, se lleva a cabo una evaluación y comparación exhaustiva de diferentes LLMs (Sage, Claude, ChatGPT y Bard) para el desarrollo ágil de un e-commerce. Se analizaron y compararon los planes propuestos por estos modelos en términos de eficacia, precisión y capacidad para adaptarse a los requisitos cambiantes del proyecto.",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S2665-03982025000102098&lang=pt,,,SciELO
FENOMENOLOGÍA CRÍTICA DEL PROMPTING EN LA INTELIGENCIA ARTIFICIAL,,"Resumen El artículo analiza la filosofía del prompting como herramienta en el contexto del auge de la inteligencia artificial (IA), particularmente en los modelos de lenguaje a gran escala (LLM). Se justifica por la necesidad de comprender el prompt como un espacio mediador entre la intencionalidad humana, el lenguaje y las estructuras sociopolíticas que configuran la interacción con estas tecnologías. El objetivo central es examinar cómo el prompting refleja tensiones éticas, ontológicas y epistemológicas que emergen en la construcción de significado dentro de sistemas de IA. Metodológicamente, se adopta un enfoque fenomenológico-crítico, que articula la experiencia en primera persona (usuario) con experimentación práctica de prompts en distintos escenarios. Los resultados evidencian que el prompt no es una simple instrucción técnica, sino una práctica discursiva en la que decisiones humanas, como la configuración de parámetros (temperatura y Top P), influyen directamente en los resultados generados por los sistemas de IA. Estas decisiones, aunque técnicas, poseen implicaciones éticas y epistemológicas que requieren ser analizadas de manera crítica. El estudio concluye que es fundamental adoptar una aproximación interdisciplinaria que combine el desarrollo técnico con la reflexión filosófica. Esto permitiría promover un uso ético, consciente y responsable de la IA, al tiempo que se reconoce el papel central del ser humano en la interacción con estas tecnologías emergentes.",http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S1390-86262025000200141&lang=pt,,,SciELO
SEMI-AUTOMATED SYSTEMATIC REVIEW: MAIN APPLICATIONS AND TRENDS OF FOUNDATION MODELS,,"ABSTRACT This systematic review examines current research topics and applications of foundation models and their relevance to various academic disciplines. To manage and organize a systematic review, we used tools like CADIMA, and for the meta-analysis of selected studies, we relied on the Bibliometrix library in R. Our initial search, following PRISMA methodology, identified 1,161 relevant manuscripts. After carefully analyzing themes and narrowing down our focus, we selected 9 studies that stood out for their relevance to recent applications and developments. This finding points to a strong global interest in this field, with a clear emphasis on applications that benefit people directly. The word cloud shows “Human” as the most prominent term, which tells us that researchers and developers are increasingly focused on using this technology to improve human experiences and address real-world needs. Medical research, in particular, stands out as a rapidly evolving area where this technology is making strides. This suggests exciting potential for healthcare advancements, ranging from personalized treatments to more accurate diagnostics, with an ultimate goal of enhancing patient care and well-being. Overall, these results suggest that the field is shifting toward creating meaningful, practical solutions that can make a difference in people’s lives.",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1692-33242025000200003&lang=pt,,,SciELO
ChatGPT performance in answering medical residency questions in nephrology: a pilot study in Brazil,,"Resumo  Objetivo: Este estudo avaliou o desempenho das versões 4 e 3.5 do ChatGPT na resolução de questões de Nefrologia presentes em exames de residência médica no Brasil.  Métodos: Foram analisadas 411 questões de múltipla escolha, com e sem imagens, organizadas em quatro temas principais: doença renal crônica (DRC), distúrbios do equilíbrio hidroeletrolítico e ácido-base (DHAB), doenças tubulointersticiais (DTI) e doenças glomerulares (DG). As questões com imagens foram respondidas somente pela versão ChatGPT-4. A análise estatística foi realizada utilizando o teste qui-quadrado.  Resultados: O ChatGPT-4 alcançou uma precisão geral de 79,80%, enquanto o ChatGPT-3.5 obteve 56,29%, com uma diferença estatisticamente significativa (p < 0,001). Nos temas principais, o ChatGPT-4 teve desempenho superior em DHAB (79,11% vs. 55,17%), DTI (88,23% vs. 52,23%), DRC (75,51% vs. 61,95%) e DG (79,31% vs. 55,29%), todos com p < 0,001. O ChatGPT-4 apresentou uma acurácia de 81,49% nas questões sem imagens e de 54,54% em questões com imagens, com uma acurácia de 60% para análise de eletrocardiogramas. Este estudo é limitado pelo pequeno número de perguntas baseadas em imagens e pelo uso de itens de exame desatualizados, reduzindo sua capacidade de avaliar as habilidades diagnósticas visuais e a relevância clínica atual. Além disso, abordar somente quatro áreas da Nefrologia pode não representar totalmente a amplitude da prática nefrológica.  Conclusão: Verificou-se que o ChatGPT-3.5 apresenta limitações no raciocínio sobre Nefrologia em comparação ao ChatGPT-4, evidenciando lacunas no conhecimento. O estudo sugere a necessidade de exploração adicional em outros temas da Nefrologia para aprimorar o uso dessas ferramentas de IA.",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-28002025000400302&lang=pt,,,SciELO
"The hidden cost of open access: Artificial intelligence, paywalls and the risk of knowledge inequity",,"SIGNIFICANCE: This Commentary underscores the urgency of rethinking how artificial intelligence systems and publishing models intersect. Rather than focusing solely on efficiency or access, we call attention to structural inequities that shape who is visible in the scholarly record. By highlighting the systemic risks of exclusion, we argue for proactive collaboration between policymakers, publishers and technologists to design frameworks that safeguard equity and inclusivity in the future of academic research.",http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S0038-23532025000600014&lang=pt,,,SciELO
Impacto de modelos de lenguaje de gran tamaño en calidad y eficiencia de generación de código: Revisión Sistemática de Literatura,,"Resumen: Los Modelos de Lenguaje de Gran Tamaño (LLM) están revolucionando la eficiencia y automatización en la generación de código de programación. Este trabajo tiene como objetivo proporcionar una visión general del estado del arte de estos modelos y su aplicación específica en la programación. La metodología permitió identificar 549 publicaciones iniciales, cribadas en fases sucesivas hasta seleccionar 27 artículos clave para el análisis cualitativo. Los resultados muestran que los LLM mejoran significativamente la calidad del código generado, optimizan la productividad de los programadores y apoyan el aprendizaje mediante herramientas como ChatGPT, Codex y GitHub Copilot. El análisis destaca que el 66,7% de los artículos revisados se publicaron en el 2024, reflejando el creciente interés en este campo. Estados Unidos lidera la investigación con 11 publicaciones, seguido de Países Bajos y Suiza. Los estudios seleccionados se filtraron para generar una síntesis crítica que evalúa la calidad y aplicabilidad de los LLM en la escritura y depuración de código. Esta revisión analiza las principales ventajas de los LLM, como la mejora en la productividad y la generación de código optimizado. Sin embargo, también aborda desafíos como la precisión y el riesgo de errores o código no seguro. Los LLM pueden mejorar significativamente la calidad del código generado. También pueden facilitar la curva de aprendizaje de los nuevos programadores. No obstante, se resalta la necesidad de mantener una supervisión humana rigurosa para garantizar la fiabilidad de las soluciones generadas por los modelos.",http://scielo.senescyt.gob.ec/scielo.php?script=sci_arttext&pid=S2631-26542025000100052&lang=pt,,,SciELO
El rol de la inteligencia artificial en la detección de tendencias emergentes en publicaciones científicas,,"ABSTRACT. On the one hand, journals face challenges to stay up-to-date and position themselves in a highly changing and competitive environment, which affects their relevance and citations; on the other hand, artificial intelligence (AI) is increasingly a key technology in the publishing industry, due to its ability to process large volumes of data and optimize processes. To identify the relevance and potential of AI tools to improve scientific publication processes and identify emerging trends, this article presents research with a mixed approach, which integrates a systematic review of the literature and collects and analyzes data in scientific publications, particularly in the social sciences. The available AI platforms are reviewed, and their accuracy is evaluated through systematic reviews and comparative analysis. As a result, guidelines are proposed for their proper implementation in editorial processes.",http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S1900-65862025000100063&lang=pt,,,SciELO
Large Language Models Powered Aspect-Based Sentiment Analysis for Enhanced Customer Insights,,"Abstract In the age of social networks, user-generated content has become vital for organizations in tourism and hospitality. Traditional sentiment analysis methods often struggle to process large volumes of data and capture implicit sentiments. This study examines the potential of Aspect-Based Sentiment Analysis (ABSA) using Large Language Models (LLMs) to enhance sentiment analysis. By employing GPT-4o via ChatGPT, we benchmark three approaches: a fuzzy logic-based method, manual human analysis, and a new ChatGPT-based analysis. We analyze a dataset of 500 all-inclusive hotel reviews, comparing these methods to assess ChatGPT's effectiveness in identifying nuanced language and handling subjectivity. The findings reveal a high similarity between ChatGPT and human analysis, showcasing ChatGPT’s ability to interpret complex sentiments and automate sentiment classification tasks. This study highlights the potential of LLMs in transforming customer feedback analysis, providing deeper insights, and improving responsiveness in the hospitality industry. These results contribute to academia by presenting a framework for using LLMs in ABSA and guiding future applications and development.",http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S2182-84582025000100001&lang=pt,,,SciELO
Generative AI tools in reflective essays: Moderating moral injuries and epistemic injustices,,"The emergence of large language models such as ChatGPT is already influencing health care delivery, research and training for the next cohort of health care professionals. In a consumer-driven market, their capabilities to generate new forms of knowing and doing for experts and novices present both promises and threats to the livelihood of patients. This article explores burdens imposed by the use of generative artificial intelligence tools in reflective essays submitted by a fifth of first-year health sciences students. In a curriculum centred around Vision 2030 at a South African university, deviations from prescribed guidelines in an essay requiring students to demonstrate an understanding of the models of disability are presented as moral injuries and epistemic injustices. Considering our obligations as educators to contribute to a humanising praxis, the author evaluates an eroded trust between educators and students and offers an interim solution for attaining skills in academic literacy in a developing country. CONTRIBUTION: This article provides health sciences educators with an opportunity to pause and reflect on how they would like to integrate generative AI tools into their assessments",http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2078-62042025000100066&lang=pt,,,SciELO
I Hear You: On Human Knowledge and Vocal Intelligence,,"Abstract This interview explores embodied agency and the evolving dynamics of knowledge creation through practical and experimental engagement with conversational artificial intelligence (AI) systems. Drawing on media archaeology, media theory, and science and technology studies, it examines how the emergence of language interfaces destabilize distinctions between user and system, collapsing the boundaries between human and artificial modes of expression and understanding. Framed within an artistic research methodology, the project critically engages with the ongoing shift toward machine- and voice-based forms of inquiry, analysing how these technologies reshape the epistemic, linguistic, and ontological conditions of knowledge and research. Departing from keyboard-based interaction, the process emphasizes the decoupling of the body from the machine interface and the increasing fluidity of human-computer correspondence through voice technology. While acknowledging the growing uncertainty of origin and autonomy resulting from this technological shift, it foregrounds indeterminate authorship as both methodological challenge and theoretical pivot, underlining the implications for academic accountability and data ethics. The employment of practice-based experimentation is used as a tool to trace the infrastructural, affective, and rhetorical vectors through which intelligent automated speech influences knowledge production. By examining this process, the study contributes to ongoing debates on verification, trust, and the social negotiation of information induced by advanced conversational AI agents. Overall, the paper argues that voice technologies do not merely transmit content but actively configure the conditions under which knowledge is produced, authenticated, and circulated.",http://www.scielo.pt/scielo.php?script=sci_arttext&pid=S2184-04582025000102004&lang=pt,,,SciELO
Large language models in translation quality assessment: The feasibility of human-AI collaboration,,"Abstract This research explores the potential application of Large Language Models (LLMs) in translation quality assessment within the Chinese Academic Translation Project (CATP), from a human-AI collaboration perspective. The study integrates the LISA QA Model and the Chinese standard GB/T 19682-2005 to develop a multidimensional translation quality assessment system, including typologies and weights of errors specific to Chinese academic works. Using this system, three LLMs (GPT-4, Claude-3.7, and Deepseek-R1) were employed to evaluate the Portuguese version of the work Introduction to Qing Dynasty Academic Thought, analyzing their performance and comparing it with the results of an assessment conducted by human experts, with the aim of exploring the feasibility of a collaborative model between humans and AI. Based on the experimental results, the research proposes a hierarchical assessment process of “AI screening-refined human judgment” and an inter-linguistic assessment mechanism of “Chinese prompt-multilingual verification”, constructing a translation quality assessment framework based on human-AI collaboration for the CATP. This study infuses elements of technological innovation into traditional translation quality assessment, providing a new technical support pathway for the strategy of “internationalization” of Chinese academic knowledge.",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-79682025000400603&lang=pt,,,SciELO
Tecnologías de reconocimiento de manos para fomentar la inclusión: interpretación automática del lenguaje de señas chilena,,"RESUMEN Existen personas que sufren, ya sea problema de audición o del habla, ocasionando un problema de comunicación innegable en sus vidas. Estas personas que sufren de esta discapacidad se logran comunicar a través de la utilización del lenguaje de señas, sin embargo, este lenguaje no es muy conocido para una gran parte de la población humana que utilizan el habla o se comunican a través de la escritura. Este Trabajo se centra en el uso de tecnologías de reconocimiento de manos para interpretar el lenguaje de signos adoptando el lenguaje de señas chileno, utilizando técnicas de visión computacional y Machine Learning (ML), con distintas librerías de reconocimiento de objetos, las cuales se utilizaron junto con un conjunto de imágenes 2D de manos, las cuales se prepararon en un archivo CSV. También se utilizó Mediapipe para detectar puntos clave en las manos, logrando una alta precisión en la detección de gestos. Para mayor efectividad se utilizó OpenCV, Roboflow y Mediapipe Hands para detectar puntos característicos en las manos para detectar la mano (izquierda o derecha) y realizar procedimientos en ella. El módulo especializado Mediapipe Hands del framework Mediapipe que utiliza modelos pre-entrenados de red neuronal convolucional para identificar 21 puntos clave en las manos, permitiendo la detección de gestos y manos en tiempo real, siendo necesarios para detectar una mano y trabajar con ellos en imágenes estáticas o video. OpenCV se empleó para capturar imágenes por segundo a color RGB y renderizar imágenes estáticas. Roboflow se utilizó para entrenar el dataset para el reconocimiento de lengua de señas chilena. Finalmente, este conjunto de herramientas permitió lograr una aplicación de educación inclusiva en la detección y reconocimiento de señas realizadas con las manos y crear un ambiente de aprendizaje, entre otras posibilidades, de perfección e interpretación de las señas del punto de vista dactilográfico.",http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-33052025000100207&lang=pt,,,SciELO
Análise de ambiguidade linguística em modelos de linguagem de grande escala (LLMs),,"Abstract Linguistic ambiguity continues to represent a significant challenge for natural language processing (NLP) systems, notwithstanding the advancements in architectures such as Transformers and BERT. Inspired by the recent success of instructional models like ChatGPT and Gemini (named Bard in 2023), this study aims to analyze and discuss linguistic ambiguity within these models, focusing on three types prevalent in Brazilian Portuguese: semantic, syntactic, and lexical ambiguity. We created a corpus comprising 120 sentences, both ambiguous and unambiguous, for classification, explanation, and disambiguation. The models’ capability to generate ambiguous sentences was also explored by soliciting sets of sentences for each type of ambiguity. The results underwent qualitative analysis, drawing on recognized linguistic references, and quantitative assessment based on the accuracy of the responses obtained. It was evidenced that even the most sophisticated models, such as ChatGPT and Gemini, exhibit errors and deficiencies in their responses, often providing inconsistent explanations. Furthermore, the accuracy peaked at 49.58%,indicating the need for descriptive studies for supervised learning.",http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1983-36522025000100208&lang=pt,,,SciELO
Entre saberes en la era de la inteligencia artificial aumentada,,,http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S2960-24672026000100101&lang=pt,,,SciELO
La inteligencia artificial en la investigación científica: una revisión sistemática trienal,,"Resumen Este artículo de revisión sistemática tuvo como objetivo analizar el impacto de la inteligencia artificial (IA) en la investigación científica con énfasis en la educación universitaria y cuáles son sus implicancias éticas a través de su aplicación. La investigación adoptó un enfoque cualitativo. Para ello, se efectuó una revisión sistemática bajo el enfoque PRISMA de 22 artículos de acceso abierto publicados en las bases de datos SciELO y Dialnet, seleccionados de una población de 120 artículos científicos. Los hallazgos evidencian que la IA potencia significativamente el quehacer de la investigación científica, resaltando el cuidado ético que deben tener los docentes y estudiantes cuando usan IA en la elaboración de sus trabajos de investigación, lo cual no debe limitar la capacidad de resumen y pensamiento crítico, debiéndose evitar la dependencia cognitiva del investigador. En conclusión, la IA es una herramienta poderosa en la investigación científica, ya que, entre otros aspectos, facilita la búsqueda y análisis de metadatos, permite la automatización de tareas, y ayuda a descubrir nuevos patrones; sin embargo, es importante abordar los desafíos éticos y las limitaciones asociadas a su utilización para maximizar su potencial.",http://ve.scielo.org/scielo.php?script=sci_arttext&pid=S2739-00632026000303010&lang=pt,,,SciELO
